dataset,model_type,final_train_loss,final_train_acc,final_val_loss,final_val_acc
clean,Base,0.9682533865457258,0.6997657439153007,0.9682508052943589,0.7000641299114359
clean,AttentionDropout,0.9841615882433258,0.6978181449075841,0.98072185144796,0.699148758709266
clean,LayerNorm,0.9219638742202647,0.7166122643761824,0.9249146096892171,0.7161206602433997
noisy,Base,1.5569011822804735,0.36877321803020574,1.5576661167206702,0.36738647021636944
noisy,AttentionDropout,1.6072469239911675,0.35855736804517385,1.6042293983620484,0.3582422430968891
noisy,LayerNorm,1.5377083065848172,0.37208478444836235,1.5418408513069153,0.36932071324118176
